impl,mode,mix,dist,threads,ops,bucket_count,read_ratio,p_hot,time_s,throughput_mops,speedup,seq_baseline_s
Lock-Free,weak,50/50,uniform,32,8000000,1048576,0.50,0.00,0.835235,9.578,0.857,0.715985
Lock-Free,weak,50/50,uniform,48,12000000,1048576,0.50,0.00,1.373217,8.739,1.018,1.397844
Lock-Free,weak,50/50,skew,16,4000000,1048576,0.50,0.70,0.620919,6.442,0.575,0.357317
Lock-Free,weak,50/50,skew,32,8000000,1048576,0.50,0.70,1.251690,6.391,0.732,0.915969
Lock-Free,weak,50/50,skew,48,12000000,1048576,0.50,0.70,1.934017,6.205,0.883,1.706984
Lock-Free,weak,50/50,skew,16,4000000,1048576,0.50,0.90,0.596820,6.702,0.585,0.349437
Lock-Free,weak,50/50,skew,32,8000000,1048576,0.50,0.90,1.198593,6.674,0.743,0.890258
Lock-Free,weak,50/50,skew,48,12000000,1048576,0.50,0.90,1.863559,6.439,0.899,1.675322
Lock-Free,weak,50/50,skew,16,4000000,1048576,0.50,0.99,0.587675,6.806,0.590,0.346558
Lock-Free,weak,50/50,skew,32,8000000,1048576,0.50,0.99,1.181512,6.771,0.750,0.885960
Lock-Free,weak,50/50,skew,48,12000000,1048576,0.50,0.99,1.828364,6.563,0.910,1.664724
