impl,mode,mix,dist,threads,ops,bucket_count,read_ratio,p_hot,time_s,throughput_mops,speedup,seq_baseline_s
AGH,strong,80/20,uniform,1,2000000,16384,0.80,0.00,3.035907,0.659,0.454,1.377294
AGH,strong,80/20,uniform,2,2000000,16384,0.80,0.00,1.452609,1.377,0.948,1.377294
AGH,strong,80/20,uniform,4,2000000,16384,0.80,0.00,0.781260,2.560,1.763,1.377294
AGH,strong,80/20,uniform,8,2000000,16384,0.80,0.00,0.433942,4.609,3.174,1.377294
AGH,strong,80/20,uniform,16,2000000,16384,0.80,0.00,0.277219,7.215,4.968,1.377294
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.70,2.617201,0.764,0.530,1.386839
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.70,1.452442,1.377,0.955,1.386839
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.70,0.814098,2.457,1.704,1.386839
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.70,0.558074,3.584,2.485,1.386839
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.70,0.475598,4.205,2.916,1.386839
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.90,2.108898,0.948,0.657,1.386524
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.90,1.215990,1.645,1.140,1.386524
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.90,0.779806,2.565,1.778,1.386524
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.90,0.628018,3.185,2.208,1.386524
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.90,0.478561,4.179,2.897,1.386524
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.99,1.892974,1.057,0.739,1.399424
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.99,1.114789,1.794,1.255,1.399424
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.99,0.738613,2.708,1.895,1.399424
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.99,0.596334,3.354,2.347,1.399424
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.99,0.476719,4.195,2.936,1.399424
AGH,strong,80/20,uniform,1,2000000,65536,0.80,0.00,0.798411,2.505,0.379,0.302434
AGH,strong,80/20,uniform,2,2000000,65536,0.80,0.00,0.559335,3.576,0.541,0.302434
AGH,strong,80/20,uniform,4,2000000,65536,0.80,0.00,0.366938,5.451,0.824,0.302434
AGH,strong,80/20,uniform,8,2000000,65536,0.80,0.00,0.227730,8.782,1.328,0.302434
AGH,strong,80/20,uniform,16,2000000,65536,0.80,0.00,0.158081,12.652,1.913,0.302434
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.70,0.906522,2.206,0.389,0.352904
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.70,0.498246,4.014,0.708,0.352904
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.70,0.374402,5.342,0.943,0.352904
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.70,0.329566,6.069,1.071,0.352904
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.70,0.304809,6.561,1.158,0.352904
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.90,0.780127,2.564,0.449,0.350605
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.90,0.438266,4.563,0.800,0.350605
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.90,0.335450,5.962,1.045,0.350605
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.90,0.321872,6.214,1.089,0.350605
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.90,0.291255,6.867,1.204,0.350605
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.99,0.720054,2.778,0.481,0.346377
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.99,0.414064,4.830,0.837,0.346377
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.99,0.330189,6.057,1.049,0.346377
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.99,0.320540,6.239,1.081,0.346377
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.99,0.288378,6.935,1.201,0.346377
AGH,strong,80/20,uniform,1,2000000,262144,0.80,0.00,0.400452,4.994,0.270,0.108184
AGH,strong,80/20,uniform,2,2000000,262144,0.80,0.00,0.298207,6.707,0.363,0.108184
AGH,strong,80/20,uniform,4,2000000,262144,0.80,0.00,0.198636,10.069,0.545,0.108184
AGH,strong,80/20,uniform,8,2000000,262144,0.80,0.00,0.136794,14.621,0.791,0.108184
AGH,strong,80/20,uniform,16,2000000,262144,0.80,0.00,0.115846,17.264,0.934,0.108184
AGH,strong,80/20,skew,1,2000000,262144,0.80,0.70,0.532051,3.759,0.286,0.152247
AGH,strong,80/20,skew,2,2000000,262144,0.80,0.70,0.298304,6.705,0.510,0.152247
AGH,strong,80/20,skew,4,2000000,262144,0.80,0.70,0.268315,7.454,0.567,0.152247
AGH,strong,80/20,skew,8,2000000,262144,0.80,0.70,0.304982,6.558,0.499,0.152247
AGH,strong,80/20,skew,16,2000000,262144,0.80,0.70,0.284525,7.029,0.535,0.152247
AGH,strong,80/20,skew,1,2000000,262144,0.80,0.90,0.478058,4.184,0.309,0.147733
