impl,mode,mix,dist,threads,ops,bucket_count,read_ratio,p_hot,time_s,throughput_mops,speedup,seq_baseline_s
AGH,strong,80/20,uniform,1,2000000,16384,0.80,0.00,3.043133,0.657,0.452,1.374887
AGH,strong,80/20,uniform,2,2000000,16384,0.80,0.00,1.463139,1.367,0.940,1.374887
AGH,strong,80/20,uniform,4,2000000,16384,0.80,0.00,0.798826,2.504,1.721,1.374887
AGH,strong,80/20,uniform,8,2000000,16384,0.80,0.00,0.420895,4.752,3.267,1.374887
AGH,strong,80/20,uniform,16,2000000,16384,0.80,0.00,0.277861,7.198,4.948,1.374887
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.70,2.589387,0.772,0.536,1.387174
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.70,1.454941,1.375,0.953,1.387174
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.70,0.823949,2.427,1.684,1.387174
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.70,0.569603,3.511,2.435,1.387174
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.70,0.476946,4.193,2.908,1.387174
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.90,2.103768,0.951,0.655,1.377093
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.90,1.192503,1.677,1.155,1.377093
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.90,0.750916,2.663,1.834,1.377093
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.90,0.587438,3.405,2.344,1.377093
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.90,0.480051,4.166,2.869,1.377093
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.99,1.885260,1.061,0.732,1.380684
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.99,1.071553,1.866,1.288,1.380684
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.99,0.707854,2.825,1.951,1.380684
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.99,0.566925,3.528,2.435,1.380684
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.99,0.485594,4.119,2.843,1.380684
AGH,strong,80/20,uniform,1,2000000,65536,0.80,0.00,0.796971,2.510,0.372,0.296417
AGH,strong,80/20,uniform,2,2000000,65536,0.80,0.00,0.558779,3.579,0.530,0.296417
AGH,strong,80/20,uniform,4,2000000,65536,0.80,0.00,0.336362,5.946,0.881,0.296417
AGH,strong,80/20,uniform,8,2000000,65536,0.80,0.00,0.204985,9.757,1.446,0.296417
AGH,strong,80/20,uniform,16,2000000,65536,0.80,0.00,0.152571,13.109,1.943,0.296417
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.70,0.915424,2.185,0.387,0.354568
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.70,0.507819,3.938,0.698,0.354568
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.70,0.359294,5.566,0.987,0.354568
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.70,0.325638,6.142,1.089,0.354568
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.70,0.304014,6.579,1.166,0.354568
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.90,0.785810,2.545,0.454,0.357063
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.90,0.443703,4.508,0.805,0.357063
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.90,0.331372,6.036,1.078,0.357063
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.90,0.321062,6.229,1.112,0.357063
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.90,0.294657,6.788,1.212,0.357063
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.99,0.723976,2.763,0.488,0.352992
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.99,0.414510,4.825,0.852,0.352992
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.99,0.323577,6.181,1.091,0.352992
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.99,0.323343,6.185,1.092,0.352992
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.99,0.287303,6.961,1.229,0.352992
AGH,strong,80/20,uniform,1,2000000,262144,0.80,0.00,0.404824,4.940,0.261,0.105492
