impl,mode,mix,dist,threads,ops,bucket_count,read_ratio,p_hot,time_s,throughput_mops,speedup,seq_baseline_s
AGH,strong,80/20,uniform,1,2000000,16384,0.80,0.00,3.059411,0.654,0.452,1.383061
AGH,strong,80/20,uniform,2,2000000,16384,0.80,0.00,1.459823,1.370,0.947,1.383061
AGH,strong,80/20,uniform,4,2000000,16384,0.80,0.00,0.783333,2.553,1.766,1.383061
AGH,strong,80/20,uniform,8,2000000,16384,0.80,0.00,0.425476,4.701,3.251,1.383061
AGH,strong,80/20,uniform,16,2000000,16384,0.80,0.00,0.278284,7.187,4.970,1.383061
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.70,2.617150,0.764,0.530,1.386118
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.70,1.457668,1.372,0.951,1.386118
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.70,0.822534,2.432,1.685,1.386118
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.70,0.575160,3.477,2.410,1.386118
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.70,0.483503,4.136,2.867,1.386118
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.90,2.102702,0.951,0.656,1.379182
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.90,1.214629,1.647,1.135,1.379182
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.90,0.736148,2.717,1.874,1.379182
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.90,0.616198,3.246,2.238,1.379182
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.90,0.476688,4.196,2.893,1.379182
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.99,1.898148,1.054,0.732,1.389551
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.99,1.095832,1.825,1.268,1.389551
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.99,0.752220,2.659,1.847,1.389551
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.99,0.576630,3.468,2.410,1.389551
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.99,0.472484,4.233,2.941,1.389551
AGH,strong,80/20,uniform,1,2000000,65536,0.80,0.00,0.797024,2.509,0.370,0.294536
AGH,strong,80/20,uniform,2,2000000,65536,0.80,0.00,0.555443,3.601,0.530,0.294536
AGH,strong,80/20,uniform,4,2000000,65536,0.80,0.00,0.367929,5.436,0.801,0.294536
AGH,strong,80/20,uniform,8,2000000,65536,0.80,0.00,0.207664,9.631,1.418,0.294536
AGH,strong,80/20,uniform,16,2000000,65536,0.80,0.00,0.164763,12.139,1.788,0.294536
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.70,0.909005,2.200,0.383,0.347728
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.70,0.495759,4.034,0.701,0.347728
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.70,0.372297,5.372,0.934,0.347728
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.70,0.334672,5.976,1.039,0.347728
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.70,0.304759,6.563,1.141,0.347728
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.90,0.782294,2.557,0.445,0.348172
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.90,0.437157,4.575,0.796,0.348172
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.90,0.343680,5.819,1.013,0.348172
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.90,0.330343,6.054,1.054,0.348172
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.90,0.293639,6.811,1.186,0.348172
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.99,0.720309,2.777,0.479,0.344943
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.99,0.413205,4.840,0.835,0.344943
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.99,0.332497,6.015,1.037,0.344943
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.99,0.331220,6.038,1.041,0.344943
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.99,0.291748,6.855,1.182,0.344943
AGH,strong,80/20,uniform,1,2000000,262144,0.80,0.00,0.408226,4.899,0.261,0.106561
AGH,strong,80/20,uniform,2,2000000,262144,0.80,0.00,0.289967,6.897,0.367,0.106561
AGH,strong,80/20,uniform,4,2000000,262144,0.80,0.00,0.204797,9.766,0.520,0.106561
AGH,strong,80/20,uniform,8,2000000,262144,0.80,0.00,0.143438,13.943,0.743,0.106561
AGH,strong,80/20,uniform,16,2000000,262144,0.80,0.00,0.116196,17.212,0.917,0.106561
AGH,strong,80/20,skew,1,2000000,262144,0.80,0.70,0.534417,3.742,0.283,0.151060
AGH,strong,80/20,skew,2,2000000,262144,0.80,0.70,0.300015,6.666,0.504,0.151060
AGH,strong,80/20,skew,4,2000000,262144,0.80,0.70,0.268553,7.447,0.562,0.151060
AGH,strong,80/20,skew,8,2000000,262144,0.80,0.70,0.305495,6.547,0.494,0.151060
AGH,strong,80/20,skew,16,2000000,262144,0.80,0.70,0.284163,7.038,0.532,0.151060
AGH,strong,80/20,skew,1,2000000,262144,0.80,0.90,0.469589,4.259,0.309,0.145079
AGH,strong,80/20,skew,2,2000000,262144,0.80,0.90,0.274971,7.273,0.528,0.145079
