impl,mode,mix,dist,threads,ops,bucket_count,read_ratio,p_hot,time_s,throughput_mops,speedup,seq_baseline_s
AGH,strong,80/20,uniform,1,2000000,16384,0.80,0.00,2.819312,0.709,0.495,1.394852
AGH,strong,80/20,uniform,2,2000000,16384,0.80,0.00,1.194439,1.674,1.168,1.394852
AGH,strong,80/20,uniform,4,2000000,16384,0.80,0.00,0.693756,2.883,2.011,1.394852
AGH,strong,80/20,uniform,8,2000000,16384,0.80,0.00,0.408219,4.899,3.417,1.394852
AGH,strong,80/20,uniform,16,2000000,16384,0.80,0.00,0.236085,8.472,5.908,1.394852
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.70,2.465252,0.811,0.542,1.335932
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.70,1.369039,1.461,0.976,1.335932
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.70,0.776195,2.577,1.721,1.335932
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.70,0.567942,3.521,2.352,1.335932
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.70,0.486598,4.110,2.745,1.335932
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.90,1.985705,1.007,0.689,1.367362
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.90,1.123525,1.780,1.217,1.367362
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.90,0.735822,2.718,1.858,1.367362
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.90,0.583938,3.425,2.342,1.367362
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.90,0.488401,4.095,2.800,1.367362
AGH,strong,80/20,skew,1,2000000,16384,0.80,0.99,1.756198,1.139,0.777,1.363948
AGH,strong,80/20,skew,2,2000000,16384,0.80,0.99,1.023066,1.955,1.333,1.363948
AGH,strong,80/20,skew,4,2000000,16384,0.80,0.99,0.667321,2.997,2.044,1.363948
AGH,strong,80/20,skew,8,2000000,16384,0.80,0.99,0.557178,3.590,2.448,1.363948
AGH,strong,80/20,skew,16,2000000,16384,0.80,0.99,0.484256,4.130,2.817,1.363948
AGH,strong,80/20,uniform,1,2000000,65536,0.80,0.00,0.725922,2.755,0.405,0.293984
AGH,strong,80/20,uniform,2,2000000,65536,0.80,0.00,0.520436,3.843,0.565,0.293984
AGH,strong,80/20,uniform,4,2000000,65536,0.80,0.00,0.314616,6.357,0.934,0.293984
AGH,strong,80/20,uniform,8,2000000,65536,0.80,0.00,0.183735,10.885,1.600,0.293984
AGH,strong,80/20,uniform,16,2000000,65536,0.80,0.00,0.114463,17.473,2.568,0.293984
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.70,0.806177,2.481,0.432,0.348506
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.70,0.456400,4.382,0.764,0.348506
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.70,0.349517,5.722,0.997,0.348506
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.70,0.307822,6.497,1.132,0.348506
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.70,0.290753,6.879,1.199,0.348506
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.90,0.669119,2.989,0.523,0.350132
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.90,0.399238,5.010,0.877,0.350132
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.90,0.326472,6.126,1.072,0.350132
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.90,0.311164,6.427,1.125,0.350132
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.90,0.288846,6.924,1.212,0.350132
AGH,strong,80/20,skew,1,2000000,65536,0.80,0.99,0.611008,3.273,0.574,0.350956
AGH,strong,80/20,skew,2,2000000,65536,0.80,0.99,0.364322,5.490,0.963,0.350956
AGH,strong,80/20,skew,4,2000000,65536,0.80,0.99,0.303587,6.588,1.156,0.350956
AGH,strong,80/20,skew,8,2000000,65536,0.80,0.99,0.314110,6.367,1.117,0.350956
AGH,strong,80/20,skew,16,2000000,65536,0.80,0.99,0.288076,6.943,1.218,0.350956
AGH,strong,80/20,uniform,1,2000000,262144,0.80,0.00,0.337708,5.922,0.314,0.105882
AGH,strong,80/20,uniform,2,2000000,262144,0.80,0.00,0.265703,7.527,0.398,0.105882
AGH,strong,80/20,uniform,4,2000000,262144,0.80,0.00,0.163229,12.253,0.649,0.105882
AGH,strong,80/20,uniform,8,2000000,262144,0.80,0.00,0.098378,20.330,1.076,0.105882
AGH,strong,80/20,uniform,16,2000000,262144,0.80,0.00,0.059398,33.671,1.783,0.105882
AGH,strong,80/20,skew,1,2000000,262144,0.80,0.70,0.470518,4.251,0.304,0.143210
AGH,strong,80/20,skew,2,2000000,262144,0.80,0.70,0.272365,7.343,0.526,0.143210
AGH,strong,80/20,skew,4,2000000,262144,0.80,0.70,0.260038,7.691,0.551,0.143210
AGH,strong,80/20,skew,8,2000000,262144,0.80,0.70,0.279912,7.145,0.512,0.143210
AGH,strong,80/20,skew,16,2000000,262144,0.80,0.70,0.265465,7.534,0.539,0.143210
AGH,strong,80/20,skew,1,2000000,262144,0.80,0.90,0.423088,4.727,0.345,0.145784
AGH,strong,80/20,skew,2,2000000,262144,0.80,0.90,0.248839,8.037,0.586,0.145784
AGH,strong,80/20,skew,4,2000000,262144,0.80,0.90,0.250410,7.987,0.582,0.145784
AGH,strong,80/20,skew,8,2000000,262144,0.80,0.90,0.277586,7.205,0.525,0.145784
AGH,strong,80/20,skew,16,2000000,262144,0.80,0.90,0.263549,7.589,0.553,0.145784
AGH,strong,80/20,skew,1,2000000,262144,0.80,0.99,0.400209,4.997,0.356,0.142490
AGH,strong,80/20,skew,2,2000000,262144,0.80,0.99,0.236603,8.453,0.602,0.142490
AGH,strong,80/20,skew,4,2000000,262144,0.80,0.99,0.242817,8.237,0.587,0.142490
AGH,strong,80/20,skew,8,2000000,262144,0.80,0.99,0.279438,7.157,0.510,0.142490
AGH,strong,80/20,skew,16,2000000,262144,0.80,0.99,0.263647,7.586,0.540,0.142490
AGH,strong,80/20,uniform,1,2000000,1048576,0.80,0.00,0.330481,6.052,0.175,0.057964
AGH,strong,80/20,uniform,2,2000000,1048576,0.80,0.00,0.234746,8.520,0.247,0.057964
AGH,strong,80/20,uniform,4,2000000,1048576,0.80,0.00,0.133118,15.024,0.435,0.057964
AGH,strong,80/20,uniform,8,2000000,1048576,0.80,0.00,0.069961,28.587,0.829,0.057964
AGH,strong,80/20,uniform,16,2000000,1048576,0.80,0.00,0.044901,44.542,1.291,0.057964
AGH,strong,80/20,skew,1,2000000,1048576,0.80,0.70,0.416115,4.806,0.237,0.098735
AGH,strong,80/20,skew,2,2000000,1048576,0.80,0.70,0.244711,8.173,0.403,0.098735
AGH,strong,80/20,skew,4,2000000,1048576,0.80,0.70,0.251703,7.946,0.392,0.098735
AGH,strong,80/20,skew,8,2000000,1048576,0.80,0.70,0.272987,7.326,0.362,0.098735
AGH,strong,80/20,skew,16,2000000,1048576,0.80,0.70,0.252855,7.910,0.390,0.098735
AGH,strong,80/20,skew,1,2000000,1048576,0.80,0.90,0.387481,5.162,0.244,0.094491
AGH,strong,80/20,skew,2,2000000,1048576,0.80,0.90,0.231812,8.628,0.408,0.094491
AGH,strong,80/20,skew,4,2000000,1048576,0.80,0.90,0.242884,8.234,0.389,0.094491
AGH,strong,80/20,skew,8,2000000,1048576,0.80,0.90,0.279446,7.157,0.338,0.094491
AGH,strong,80/20,skew,16,2000000,1048576,0.80,0.90,0.250819,7.974,0.377,0.094491
AGH,strong,80/20,skew,1,2000000,1048576,0.80,0.99,0.373371,5.357,0.266,0.099483
AGH,strong,80/20,skew,2,2000000,1048576,0.80,0.99,0.224928,8.892,0.442,0.099483
AGH,strong,80/20,skew,4,2000000,1048576,0.80,0.99,0.240541,8.315,0.414,0.099483
AGH,strong,80/20,skew,8,2000000,1048576,0.80,0.99,0.278735,7.175,0.357,0.099483
AGH,strong,80/20,skew,16,2000000,1048576,0.80,0.99,0.253428,7.892,0.393,0.099483
AGH,strong,50/50,uniform,1,2000000,16384,0.50,0.00,3.322613,0.602,0.745,2.474533
AGH,strong,50/50,uniform,2,2000000,16384,0.50,0.00,2.178905,0.918,1.136,2.474533
AGH,strong,50/50,uniform,4,2000000,16384,0.50,0.00,1.217205,1.643,2.033,2.474533
AGH,strong,50/50,uniform,8,2000000,16384,0.50,0.00,0.702814,2.846,3.521,2.474533
AGH,strong,50/50,uniform,16,2000000,16384,0.50,0.00,0.483969,4.132,5.113,2.474533
AGH,strong,50/50,skew,1,2000000,16384,0.50,0.70,3.488361,0.573,0.761,2.655290
AGH,strong,50/50,skew,2,2000000,16384,0.50,0.70,2.118427,0.944,1.253,2.655290
AGH,strong,50/50,skew,4,2000000,16384,0.50,0.70,1.245937,1.605,2.131,2.655290
