impl,mode,mix,dist,threads,ops,bucket_count,read_ratio,p_hot,time_s,throughput_mops,speedup,seq_baseline_s
Segment,strong,80/20,uniform,1,2000000,16384,0.80,0.00,2.656858,0.753,0.513,1.363401
Segment,strong,80/20,uniform,2,2000000,16384,0.80,0.00,1.439601,1.389,0.947,1.363401
Segment,strong,80/20,uniform,4,2000000,16384,0.80,0.00,0.867475,2.306,1.572,1.363401
Segment,strong,80/20,uniform,8,2000000,16384,0.80,0.00,0.542960,3.684,2.511,1.363401
Segment,strong,80/20,uniform,16,2000000,16384,0.80,0.00,0.456615,4.380,2.986,1.363401
Segment,strong,80/20,skew,1,2000000,16384,0.80,0.70,2.352999,0.850,0.586,1.379981
Segment,strong,80/20,skew,2,2000000,16384,0.80,0.70,1.436094,1.393,0.961,1.379981
Segment,strong,80/20,skew,4,2000000,16384,0.80,0.70,0.929965,2.151,1.484,1.379981
Segment,strong,80/20,skew,8,2000000,16384,0.80,0.70,0.770066,2.597,1.792,1.379981
Segment,strong,80/20,skew,16,2000000,16384,0.80,0.70,0.683170,2.928,2.020,1.379981
Segment,strong,80/20,skew,1,2000000,16384,0.80,0.90,1.885054,1.061,0.731,1.378101
Segment,strong,80/20,skew,2,2000000,16384,0.80,0.90,1.209734,1.653,1.139,1.378101
Segment,strong,80/20,skew,4,2000000,16384,0.80,0.90,0.830736,2.408,1.659,1.378101
Segment,strong,80/20,skew,8,2000000,16384,0.80,0.90,0.723683,2.764,1.904,1.378101
Segment,strong,80/20,skew,16,2000000,16384,0.80,0.90,0.679925,2.942,2.027,1.378101
Segment,strong,80/20,skew,1,2000000,16384,0.80,0.99,1.664980,1.201,0.817,1.359825
Segment,strong,80/20,skew,2,2000000,16384,0.80,0.99,1.065713,1.877,1.276,1.359825
Segment,strong,80/20,skew,4,2000000,16384,0.80,0.99,0.903872,2.213,1.504,1.359825
Segment,strong,80/20,skew,8,2000000,16384,0.80,0.99,0.771491,2.592,1.763,1.359825
Segment,strong,80/20,skew,16,2000000,16384,0.80,0.99,0.679275,2.944,2.002,1.359825
Segment,strong,80/20,uniform,1,2000000,65536,0.80,0.00,0.644653,3.102,0.458,0.295244
Segment,strong,80/20,uniform,2,2000000,65536,0.80,0.00,0.508678,3.932,0.580,0.295244
Segment,strong,80/20,uniform,4,2000000,65536,0.80,0.00,0.330815,6.046,0.892,0.295244
Segment,strong,80/20,uniform,8,2000000,65536,0.80,0.00,0.231662,8.633,1.274,0.295244
Segment,strong,80/20,uniform,16,2000000,65536,0.80,0.00,0.189416,10.559,1.559,0.295244
Segment,strong,80/20,skew,1,2000000,65536,0.80,0.70,0.746061,2.681,0.465,0.346603
Segment,strong,80/20,skew,2,2000000,65536,0.80,0.70,0.462252,4.327,0.750,0.346603
Segment,strong,80/20,skew,4,2000000,65536,0.80,0.70,0.398049,5.025,0.871,0.346603
Segment,strong,80/20,skew,8,2000000,65536,0.80,0.70,0.377687,5.295,0.918,0.346603
Segment,strong,80/20,skew,16,2000000,65536,0.80,0.70,0.351436,5.691,0.986,0.346603
Segment,strong,80/20,skew,1,2000000,65536,0.80,0.90,0.616514,3.244,0.551,0.339827
Segment,strong,80/20,skew,2,2000000,65536,0.80,0.90,0.399072,5.012,0.852,0.339827
Segment,strong,80/20,skew,4,2000000,65536,0.80,0.90,0.374086,5.346,0.908,0.339827
Segment,strong,80/20,skew,8,2000000,65536,0.80,0.90,0.375483,5.326,0.905,0.339827
Segment,strong,80/20,skew,16,2000000,65536,0.80,0.90,0.344784,5.801,0.986,0.339827
Segment,strong,80/20,skew,1,2000000,65536,0.80,0.99,0.558487,3.581,0.609,0.340217
Segment,strong,80/20,skew,2,2000000,65536,0.80,0.99,0.371990,5.376,0.915,0.340217
Segment,strong,80/20,skew,4,2000000,65536,0.80,0.99,0.370493,5.398,0.918,0.340217
Segment,strong,80/20,skew,8,2000000,65536,0.80,0.99,0.377621,5.296,0.901,0.340217
Segment,strong,80/20,skew,16,2000000,65536,0.80,0.99,0.351036,5.697,0.969,0.340217
Segment,strong,80/20,uniform,1,2000000,262144,0.80,0.00,0.269494,7.421,0.373,0.100617
Segment,strong,80/20,uniform,2,2000000,262144,0.80,0.00,0.221589,9.026,0.454,0.100617
Segment,strong,80/20,uniform,4,2000000,262144,0.80,0.00,0.188370,10.617,0.534,0.100617
Segment,strong,80/20,uniform,8,2000000,262144,0.80,0.00,0.138482,14.442,0.727,0.100617
Segment,strong,80/20,uniform,16,2000000,262144,0.80,0.00,0.169767,11.781,0.593,0.100617
Segment,strong,80/20,skew,1,2000000,262144,0.80,0.70,0.398603,5.018,0.372,0.148452
Segment,strong,80/20,skew,2,2000000,262144,0.80,0.70,0.245774,8.138,0.604,0.148452
Segment,strong,80/20,skew,4,2000000,262144,0.80,0.70,0.290418,6.887,0.511,0.148452
Segment,strong,80/20,skew,8,2000000,262144,0.80,0.70,0.315444,6.340,0.471,0.148452
Segment,strong,80/20,skew,16,2000000,262144,0.80,0.70,0.298832,6.693,0.497,0.148452
Segment,strong,80/20,skew,1,2000000,262144,0.80,0.90,0.352004,5.682,0.410,0.144181
Segment,strong,80/20,skew,2,2000000,262144,0.80,0.90,0.222074,9.006,0.649,0.144181
Segment,strong,80/20,skew,4,2000000,262144,0.80,0.90,0.276594,7.231,0.521,0.144181
Segment,strong,80/20,skew,8,2000000,262144,0.80,0.90,0.311640,6.418,0.463,0.144181
Segment,strong,80/20,skew,16,2000000,262144,0.80,0.90,0.293314,6.819,0.492,0.144181
Segment,strong,80/20,skew,1,2000000,262144,0.80,0.99,0.332218,6.020,0.428,0.142215
Segment,strong,80/20,skew,2,2000000,262144,0.80,0.99,0.209098,9.565,0.680,0.142215
Segment,strong,80/20,skew,4,2000000,262144,0.80,0.99,0.272701,7.334,0.522,0.142215
Segment,strong,80/20,skew,8,2000000,262144,0.80,0.99,0.307472,6.505,0.463,0.142215
Segment,strong,80/20,skew,16,2000000,262144,0.80,0.99,0.289891,6.899,0.491,0.142215
Segment,strong,80/20,uniform,1,2000000,1048576,0.80,0.00,0.201507,9.925,0.296,0.059721
Segment,strong,80/20,uniform,2,2000000,1048576,0.80,0.00,0.175354,11.406,0.341,0.059721
Segment,strong,80/20,uniform,4,2000000,1048576,0.80,0.00,0.143796,13.909,0.415,0.059721
Segment,strong,80/20,uniform,8,2000000,1048576,0.80,0.00,0.115756,17.278,0.516,0.059721
Segment,strong,80/20,uniform,16,2000000,1048576,0.80,0.00,0.173757,11.510,0.344,0.059721
Segment,strong,80/20,skew,1,2000000,1048576,0.80,0.70,0.321200,6.227,0.306,0.098205
Segment,strong,80/20,skew,2,2000000,1048576,0.80,0.70,0.202965,9.854,0.484,0.098205
Segment,strong,80/20,skew,4,2000000,1048576,0.80,0.70,0.270243,7.401,0.363,0.098205
Segment,strong,80/20,skew,8,2000000,1048576,0.80,0.70,0.306398,6.527,0.321,0.098205
Segment,strong,80/20,skew,16,2000000,1048576,0.80,0.70,0.293039,6.825,0.335,0.098205
