impl,mode,mix,dist,threads,ops,bucket_count,read_ratio,p_hot,time_s,throughput_mops,speedup,seq_baseline_s
Segment,strong,80/20,uniform,1,2000000,16384,0.80,0.00,2.684178,0.745,0.516,1.385633
Segment,strong,80/20,uniform,2,2000000,16384,0.80,0.00,1.392077,1.437,0.995,1.385633
Segment,strong,80/20,uniform,4,2000000,16384,0.80,0.00,0.807338,2.477,1.716,1.385633
Segment,strong,80/20,uniform,8,2000000,16384,0.80,0.00,0.429675,4.655,3.225,1.385633
Segment,strong,80/20,uniform,16,2000000,16384,0.80,0.00,0.268941,7.437,5.152,1.385633
Segment,strong,80/20,skew,1,2000000,16384,0.80,0.70,2.365669,0.845,0.593,1.403080
Segment,strong,80/20,skew,2,2000000,16384,0.80,0.70,1.374799,1.455,1.021,1.403080
Segment,strong,80/20,skew,4,2000000,16384,0.80,0.70,0.807499,2.477,1.738,1.403080
Segment,strong,80/20,skew,8,2000000,16384,0.80,0.70,0.572718,3.492,2.450,1.403080
Segment,strong,80/20,skew,16,2000000,16384,0.80,0.70,0.467899,4.274,2.999,1.403080
Segment,strong,80/20,skew,1,2000000,16384,0.80,0.90,1.920969,1.041,0.734,1.409513
Segment,strong,80/20,skew,2,2000000,16384,0.80,0.90,1.133634,1.764,1.243,1.409513
Segment,strong,80/20,skew,4,2000000,16384,0.80,0.90,0.780323,2.563,1.806,1.409513
Segment,strong,80/20,skew,8,2000000,16384,0.80,0.90,0.596556,3.353,2.363,1.409513
Segment,strong,80/20,skew,16,2000000,16384,0.80,0.90,0.465486,4.297,3.028,1.409513
Segment,strong,80/20,skew,1,2000000,16384,0.80,0.99,1.684569,1.187,0.826,1.391533
Segment,strong,80/20,skew,2,2000000,16384,0.80,0.99,1.030305,1.941,1.351,1.391533
Segment,strong,80/20,skew,4,2000000,16384,0.80,0.99,0.684955,2.920,2.032,1.391533
Segment,strong,80/20,skew,8,2000000,16384,0.80,0.99,0.561982,3.559,2.476,1.391533
Segment,strong,80/20,skew,16,2000000,16384,0.80,0.99,0.468541,4.269,2.970,1.391533
Segment,strong,80/20,uniform,1,2000000,65536,0.80,0.00,0.681733,2.934,0.474,0.323025
Segment,strong,80/20,uniform,2,2000000,65536,0.80,0.00,0.501657,3.987,0.644,0.323025
Segment,strong,80/20,uniform,4,2000000,65536,0.80,0.00,0.308904,6.474,1.046,0.323025
Segment,strong,80/20,uniform,8,2000000,65536,0.80,0.00,0.217974,9.175,1.482,0.323025
Segment,strong,80/20,uniform,16,2000000,65536,0.80,0.00,0.149958,13.337,2.154,0.323025
Segment,strong,80/20,skew,1,2000000,65536,0.80,0.70,0.804860,2.485,0.460,0.369928
Segment,strong,80/20,skew,2,2000000,65536,0.80,0.70,0.459321,4.354,0.805,0.369928
Segment,strong,80/20,skew,4,2000000,65536,0.80,0.70,0.353623,5.656,1.046,0.369928
Segment,strong,80/20,skew,8,2000000,65536,0.80,0.70,0.338669,5.905,1.092,0.369928
Segment,strong,80/20,skew,16,2000000,65536,0.80,0.70,0.305538,6.546,1.211,0.369928
Segment,strong,80/20,skew,1,2000000,65536,0.80,0.90,0.669687,2.986,0.544,0.364409
Segment,strong,80/20,skew,2,2000000,65536,0.80,0.90,0.404516,4.944,0.901,0.364409
Segment,strong,80/20,skew,4,2000000,65536,0.80,0.90,0.340851,5.868,1.069,0.364409
Segment,strong,80/20,skew,8,2000000,65536,0.80,0.90,0.332832,6.009,1.095,0.364409
Segment,strong,80/20,skew,16,2000000,65536,0.80,0.90,0.291536,6.860,1.250,0.364409
Segment,strong,80/20,skew,1,2000000,65536,0.80,0.99,0.608189,3.288,0.599,0.364539
Segment,strong,80/20,skew,2,2000000,65536,0.80,0.99,0.368833,5.423,0.988,0.364539
Segment,strong,80/20,skew,4,2000000,65536,0.80,0.99,0.330215,6.057,1.104,0.364539
Segment,strong,80/20,skew,8,2000000,65536,0.80,0.99,0.330648,6.049,1.102,0.364539
Segment,strong,80/20,skew,16,2000000,65536,0.80,0.99,0.291626,6.858,1.250,0.364539
Segment,strong,80/20,uniform,1,2000000,262144,0.80,0.00,0.297415,6.725,0.357,0.106270
Segment,strong,80/20,uniform,2,2000000,262144,0.80,0.00,0.239263,8.359,0.444,0.106270
Segment,strong,80/20,uniform,4,2000000,262144,0.80,0.00,0.189385,10.561,0.561,0.106270
Segment,strong,80/20,uniform,8,2000000,262144,0.80,0.00,0.131523,15.206,0.808,0.106270
Segment,strong,80/20,uniform,16,2000000,262144,0.80,0.00,0.110151,18.157,0.965,0.106270
Segment,strong,80/20,skew,1,2000000,262144,0.80,0.70,0.418536,4.779,0.355,0.148536
Segment,strong,80/20,skew,2,2000000,262144,0.80,0.70,0.247687,8.075,0.600,0.148536
Segment,strong,80/20,skew,4,2000000,262144,0.80,0.70,0.268984,7.435,0.552,0.148536
Segment,strong,80/20,skew,8,2000000,262144,0.80,0.70,0.307555,6.503,0.483,0.148536
Segment,strong,80/20,skew,16,2000000,262144,0.80,0.70,0.282024,7.092,0.527,0.148536
Segment,strong,80/20,skew,1,2000000,262144,0.80,0.90,0.366448,5.458,0.399,0.146246
